muN,mu1,mu2,alpha1,alpha2,beta1,beta2
6.15e-05,2.73e-05,0.001863624,3.623957623,6.473678237,3.488156797,5.65553289
6.42e-05,2.83e-05,0.003265745,4.138087201,5.978268879,4.007397492,5.231620436
6.42e-05,2.83e-05,0.003265745,4.138087201,5.978268879,4.007397492,5.231620436
6.15e-05,3.26e-05,0.003508748,2.685676513,7.623980111,2.535096457,7.14039855
6.15e-05,2.33e-05,0.000460335,4.33208027,7.073367123,4.20151518,5.835774616
6.15e-05,2.77e-05,0.005880914,3.564156487,3.230379782,3.428362242,2.838687135
6.15e-05,2.77e-05,0.005880914,3.564156487,3.230379782,3.428362242,2.838687135
6.15e-05,2.77e-05,0.005880914,3.564156487,3.230379782,3.428362242,2.838687135
6.15e-05,1.96e-05,0.002870643,5.078273445,4.091076179,4.944715034,3.306668753
6.15e-05,2.39e-05,0.004461086,3.511079448,6.496267491,3.356446902,6.001871504
6.15e-05,4.23e-05,0.001156545,2.432278619,6.44001262,2.308770203,5.67326062
6.15e-05,5e-05,0.00340282,1.8370851,6.897231908,1.691679062,6.583399304
6.15e-05,6.8e-05,0.003541597,1.454170508,4.678740898,1.319282468,4.471755771
6.15e-05,6.8e-05,0.003541597,1.454170508,4.678740898,1.319282468,4.471755771
6.15e-05,5.18e-05,0.001033039,1.989890524,5.62334758,1.873710508,4.927182892
6.15e-05,5.18e-05,0.001033039,1.989890524,5.62334758,1.873710508,4.927182892
6.15e-05,3.95e-05,0.004141665,2.269040982,6.003722167,2.121027457,5.683826993
6.15e-05,7.38e-05,0.001560544,1.217034701,2.642565241,1.117583385,2.234670673
6.15e-05,3.96e-05,0.002012031,2.583337348,5.555114086,2.456662222,4.916733242
6.15e-05,1.35e-05,0.001391403,6.622682361,6.888628905,6.474261124,5.686317133
6.15e-05,6.16e-05,0.003355874,1.666231034,4.247963543,1.540028029,3.941789593
6.15e-05,4.25e-05,0.000399461,2.251331352,3.762756202,2.14711402,2.943235827
6.15e-05,4.25e-05,0.000399461,2.251331352,3.762756202,2.14711402,2.943235827
6.15e-05,2.04e-05,0.001643761,5.055672634,3.555563345,4.931697342,2.674830967
6.42e-05,1.31e-05,0.004271475,8.45666669,4.289139853,8.31817246,3.318287236
6.15e-05,2.94e-05,0.001789341,3.500581768,4.334912863,3.376978334,3.585216217
6.15e-05,1.12e-05,0.004780666,8.560684804,2.911421166,8.420650868,2.078510569
6.15e-05,1.12e-05,0.004780666,8.560684804,2.911421166,8.420650868,2.078510569
6.15e-05,5.92e-05,0.00141817,1.743369005,6.667270117,1.621691502,6.066184223
6.15e-05,5.92e-05,0.00141817,1.743369005,6.667270117,1.621691502,6.066184223
6.15e-05,5.92e-05,0.00141817,1.743369005,6.667270117,1.621691502,6.066184223
6.15e-05,5.91e-06,0.005918244,7.713695413,8.822763322,7.515955708,8.08754387
6.15e-05,5.91e-06,0.005918244,7.713695413,8.822763322,7.515955708,8.08754387
6.15e-05,5.91e-06,0.005918244,7.713695413,8.822763322,7.515955708,8.08754387
6.15e-05,6.49e-05,0.003391918,1.469059445,5.707201149,1.328262707,5.490365098
6.15e-05,3.88e-05,0.002685414,2.340929395,8.818807209,2.19439722,8.281098265
6.15e-05,3.88e-05,0.002685414,2.340929395,8.818807209,2.19439722,8.281098265
6.15e-05,2.18e-05,0.001669944,4.605707699,5.020964221,4.47381495,4.112389006
6.15e-05,2.18e-05,0.001669944,4.605707699,5.020964221,4.47381495,4.112389006
6.15e-05,5.35e-05,0.002624193,1.923953334,3.572244322,1.808132259,3.139053674
6.15e-05,5.35e-05,0.002624193,1.923953334,3.572244322,1.808132259,3.139053674
6.15e-05,1.07e-05,0.003552239,8.118583902,4.737793802,7.966935715,3.769459045
6.15e-05,9.03e-06,0.00133979,9.148529373,6.556763826,8.99216612,5.155784779
6.15e-05,9.03e-06,0.00133979,9.148529373,6.556763826,8.99216612,5.155784779
6.15e-05,9.03e-06,0.00133979,9.148529373,6.556763826,8.99216612,5.155784779
6.15e-05,9.03e-06,0.00133979,9.148529373,6.556763826,8.99216612,5.155784779
6.15e-05,1.52e-05,0.003296456,6.065638125,4.93505942,5.920380691,4.080419137
6.42e-05,3.01e-05,0.002487852,3.889517853,6.896435899,3.759583495,6.071593094
5.25e-05,1.53e-05,0.00394954,6.921712418,4.580266264,6.780573632,3.58334936
6.15e-05,1.1e-05,0.001391807,7.914593116,6.595723266,7.762734811,5.302503024
6.15e-05,1.1e-05,0.001391807,7.914593116,6.595723266,7.762734811,5.302503024
6.15e-05,1.1e-05,0.001391807,7.914593116,6.595723266,7.762734811,5.302503024
6.15e-05,6e-05,0.003367708,1.501789894,6.571196076,1.3545834,6.360380472
6.15e-05,6e-05,0.003367708,1.501789894,6.571196076,1.3545834,6.360380472
6.15e-05,9.31e-06,0.005137031,7.865612146,5.648709787,7.699211421,4.802114371
6.15e-05,9.31e-06,0.005137031,7.865612146,5.648709787,7.699211421,4.802114371
6.15e-05,9.31e-06,0.005137031,7.865612146,5.648709787,7.699211421,4.802114371
6.15e-05,9.31e-06,0.005137031,7.865612146,5.648709787,7.699211421,4.802114371
6.15e-05,9.31e-06,0.005137031,7.865612146,5.648709787,7.699211421,4.802114371
6.15e-05,1.8e-05,0.001968686,5.638747542,3.730387969,5.509719547,2.829405778
5.25e-05,2.8e-05,0.003561607,2.957619671,7.442245439,2.80323917,6.849632188
6.15e-05,8.94e-06,0.007572037,8.737258475,3.878864675,8.576099015,3.16979111
6.15e-05,8.94e-06,0.007572037,8.737258475,3.878864675,8.576099015,3.16979111
6.15e-05,2.65e-05,0.00450529,3.702572475,4.110207823,3.565859217,3.597700707
6.15e-05,2.65e-05,0.00450529,3.702572475,4.110207823,3.565859217,3.597700707
5.25e-05,5.02e-05,0.003698725,2.264152666,6.628288957,2.131774777,6.108475
6.15e-05,1.98e-05,0.002965623,4.79135114,5.323332412,4.649924178,4.539301966
6.15e-05,9.48e-05,0.002379575,0.979608709,8.108913185,0.835752369,7.936100806
6.15e-05,9.48e-05,0.002379575,0.979608709,8.108913185,0.835752369,7.936100806
6.15e-05,3.14e-05,0.000391734,3.270501771,8.074422676,3.143725837,6.910328033
6.15e-05,1.79e-05,0.001652458,5.294307576,6.282212881,5.152815502,5.266183795
6.15e-05,3.65e-05,0.004672359,2.564553149,4.830641297,2.421444335,4.495792909
6.15e-05,3.65e-05,0.004672359,2.564553149,4.830641297,2.421444335,4.495792909
5.25e-05,1.09e-05,0.003625564,8.184995038,3.523930092,8.038067672,2.524278046
6.15e-05,9.41e-06,0.002229576,8.816017452,5.812024402,8.660060983,4.612719986
6.15e-05,9.41e-06,0.002229576,8.816017452,5.812024402,8.660060983,4.612719986
6.15e-05,9.41e-06,0.002229576,8.816017452,5.812024402,8.660060983,4.612719986
6.15e-05,4.5e-05,0.003354528,2.221781826,5.168933307,2.088899684,4.750422354
6.15e-05,3.83e-05,0.00433654,1.988026095,6.313097022,1.824835946,6.148470865
6.15e-05,2.65e-05,0.002481266,3.851194308,4.237479859,3.723072466,3.529062496
6.15e-05,2.49e-05,0.001557707,3.984346983,6.156078599,3.8504146,5.264941359
6.15e-05,2.72e-05,0.000718258,3.797562233,4.778935796,3.677107362,3.798863493
6.15e-05,2.72e-05,0.000718258,3.797562233,4.778935796,3.677107362,3.798863493
6.15e-05,8.09e-06,0.002364166,9.444158177,6.413763716,9.28107734,5.169002605
6.42e-05,1.11e-05,0.001512497,9.664252836,5.976588415,9.521824257,4.550564733
6.15e-05,2.95e-05,0.002906721,3.06757615,7.772477588,2.920458759,7.151718299
6.15e-05,2.95e-05,0.002906721,3.06757615,7.772477588,2.920458759,7.151718299
6.15e-05,2.95e-05,0.002906721,3.06757615,7.772477588,2.920458759,7.151718299
6.15e-05,4.28e-05,0.003191639,2.064975234,8.338270301,1.915173198,7.938092934
6.15e-05,4.28e-05,0.003191639,2.064975234,8.338270301,1.915173198,7.938092934
6.15e-05,4.28e-05,0.003191639,2.064975234,8.338270301,1.915173198,7.938092934
6.15e-05,4.4e-05,0.001937208,2.272615309,7.568954897,2.139490087,6.936948718
6.15e-05,4.4e-05,0.001937208,2.272615309,7.568954897,2.139490087,6.936948718
6.15e-05,4.96e-05,0.002128486,2.076751121,5.460930481,1.952492921,4.922547779
6.15e-05,4.96e-05,0.002128486,2.076751121,5.460930481,1.952492921,4.922547779
6.42e-05,1.41e-05,0.002937243,7.75410214,5.417686083,7.61436368,4.341000864
6.42e-05,1.49e-05,0.00267781,7.34794998,5.914435242,7.207808878,4.823301357
6.42e-05,1.49e-05,0.00267781,7.34794998,5.914435242,7.207808878,4.823301357
6.15e-05,3.13e-05,0.000870723,3.224926226,3.260629478,3.114073585,2.448860761
6.15e-05,3.13e-05,0.000870723,3.224926226,3.260629478,3.114073585,2.448860761
6.15e-05,3.13e-05,0.000870723,3.224926226,3.260629478,3.114073585,2.448860761
6.15e-05,4.28e-05,0.003392825,2.095842121,7.480546249,1.948033899,7.10212951
6.15e-05,4.65e-05,0.003496205,1.789002252,7.865633026,1.633517225,7.607315083
6.15e-05,4.65e-05,0.003496205,1.789002252,7.865633026,1.633517225,7.607315083
6.15e-05,2.35e-05,0.003154127,4.256359365,4.280963507,4.122958291,3.594648354
6.15e-05,1.51e-05,0.00296174,6.189896567,4.880949858,6.046256467,3.989934799
6.15e-05,2.6e-05,0.001244183,3.980366197,4.29515236,3.85789966,3.42184631
6.15e-05,1.97e-05,0.004480619,4.813606581,4.297459002,4.671970238,3.66558405
6.15e-05,2.35e-05,0.001631497,4.09256254,7.545992175,3.952925521,6.653504282
6.15e-05,2.35e-05,0.001631497,4.09256254,7.545992175,3.952925521,6.653504282
6.15e-05,4.37e-05,0.003148366,2.362332859,3.188042037,2.244408557,2.741814483
6.15e-05,8.94e-06,0.001471242,9.267215146,6.469047875,9.111149666,5.112441756
6.42e-05,5.53e-05,0.005944775,2.185762005,3.250525113,2.061655908,3.040945765
6.42e-05,5.53e-05,0.005944775,2.185762005,3.250525113,2.061655908,3.040945765
6.42e-05,2.52e-05,0.001076371,4.606993561,8.644158687,4.475257788,7.456555323
6.15e-05,3.96e-05,0.002818117,2.514354898,5.918975967,2.380279551,5.383339326
6.42e-05,1.88e-05,0.002296813,5.820913488,7.23498486,5.681278109,6.182085346
6.15e-05,3.32e-05,0.001043105,3.075743589,7.061643102,2.947375741,6.170308365
6.15e-05,2e-05,0.001894819,4.606150418,7.277702796,4.461228475,6.336548914
6.42e-05,5.27e-05,0.003124063,2.269889723,6.984021367,2.143537537,6.473207758
6.15e-05,1.46e-05,0.00039946,6.759125235,5.874382899,6.624182977,4.422038548
6.42e-05,2.44e-05,0.002075409,4.699202907,7.336088379,4.565737156,6.360119326
6.15e-05,5.69e-05,0.002776237,1.69515283,7.386727545,1.556287578,7.007507995
6.42e-05,6.03e-05,0.002883066,2.014569345,6.932550419,1.891448304,6.442646677
6.42e-05,6.03e-05,0.002883066,2.014569345,6.932550419,1.891448304,6.442646677
6.42e-05,3.73e-05,0.003762733,3.089902326,6.629365051,2.957038496,6.064202437
6.15e-05,2.98e-05,0.00047345,3.455084073,6.624925685,3.331198332,5.530516294
6.15e-05,1.2e-05,0.001109393,7.056879402,8.144363197,6.903289811,6.811582494
6.15e-05,2.63e-05,0.000716414,3.827259008,7.436626247,3.695602469,6.349288311
6.15e-05,9.82e-06,0.002174768,7.800170466,7.715262822,7.637390278,6.531242135
6.15e-05,9.82e-06,0.002174768,7.800170466,7.715262822,7.637390278,6.531242135
5.25e-05,1.93e-05,0.001195407,4.994261799,5.206232039,4.857641379,4.093399568
5.25e-05,1.93e-05,0.001195407,4.994261799,5.206232039,4.857641379,4.093399568
5.25e-05,1.93e-05,0.001195407,4.994261799,5.206232039,4.857641379,4.093399568
6.15e-05,5.67e-05,0.002162857,1.787705061,6.89712099,1.658197938,6.400908158
6.15e-05,5.67e-05,0.002162857,1.787705061,6.89712099,1.658197938,6.400908158
6.15e-05,5.67e-05,0.002162857,1.787705061,6.89712099,1.658197938,6.400908158
6.15e-05,5.67e-05,0.002162857,1.787705061,6.89712099,1.658197938,6.400908158
6.15e-05,5.67e-05,0.002162857,1.787705061,6.89712099,1.658197938,6.400908158
6.15e-05,2.98e-05,0.002379593,3.317512489,5.988599692,3.182221827,5.285334235
6.15e-05,2.98e-05,0.002379593,3.317512489,5.988599692,3.182221827,5.285334235
6.15e-05,2.98e-05,0.002379593,3.317512489,5.988599692,3.182221827,5.285334235
6.15e-05,2.98e-05,0.002379593,3.317512489,5.988599692,3.182221827,5.285334235
6.43e-05,2.05e-05,0.003913384,5.678250337,4.205350207,5.546954572,3.326581326
6.43e-05,2.05e-05,0.003913384,5.678250337,4.205350207,5.546954572,3.326581326
6.43e-05,2.05e-05,0.003913384,5.678250337,4.205350207,5.546954572,3.326581326
6.15e-05,2.18e-05,0.003514071,4.277759178,5.513912238,4.134317307,4.827485125
6.15e-05,1.15e-05,0.003525928,8.448853419,0.788035284,8.343618799,0.104041168
6.15e-05,1.15e-05,0.003525928,8.448853419,0.788035284,8.343618799,0.104041168
5.25e-05,6.3e-05,0.003823678,1.846335715,5.999046209,1.717924912,5.583053959
6.15e-05,2.52e-05,0.00074355,3.860894456,8.966625475,3.723441781,7.835875849
6.15e-05,1.6e-05,0.000594306,6.456909656,3.299902447,6.335998033,2.142201898
6.42e-05,1.69e-05,0.001104175,6.597413203,7.617029126,6.460145644,6.269677495
6.43e-05,4.48e-05,0.003581223,2.634710456,6.458388666,2.505898363,5.942210784
6.43e-05,4.48e-05,0.003581223,2.634710456,6.458388666,2.505898363,5.942210784
6.43e-05,3.87e-05,0.003259361,3.12220473,5.655156768,2.998091982,5.035297846
6.43e-05,3.87e-05,0.003259361,3.12220473,5.655156768,2.998091982,5.035297846
6.15e-05,2.54e-05,0.00389953,3.492041662,6.399866879,3.343172126,5.840004251
6.42e-05,6.34e-05,0.003126177,1.831839613,8.254196565,1.700152628,7.845951232
5.25e-05,4.3e-05,0.003396005,2.726504233,5.605713731,2.599742086,4.970809432
6.15e-05,1.3e-05,0.002454889,7.116414206,4.841489397,6.971993415,3.828432062
6.15e-05,1.3e-05,0.002454889,7.116414206,4.841489397,6.971993415,3.828432062
6.15e-05,1.09e-05,0.001459803,8.44741401,5.129545761,8.302205637,3.881040306
6.43e-05,9.39e-06,0.003259509,9.927823699,6.425973444,9.772696827,5.207197161
6.43e-05,9.39e-06,0.003259509,9.927823699,6.425973444,9.772696827,5.207197161
6.15e-05,1.58e-05,0.000899934,6.119845729,6.202059537,5.980781053,4.966595444
6.15e-05,1.58e-05,0.000899934,6.119845729,6.202059537,5.980781053,4.966595444
6.42e-05,2.79e-05,0.000823941,4.21607168,9.385569189,4.08643541,8.159257865
6.42e-05,2.79e-05,0.000823941,4.21607168,9.385569189,4.08643541,8.159257865
6.15e-05,1.64e-05,0.001524841,5.964238802,5.194444034,5.827156573,4.146814727
6.15e-05,1.64e-05,0.001524841,5.964238802,5.194444034,5.827156573,4.146814727
6.15e-05,3.52e-05,0.001925752,2.922800504,3.518798492,2.806098342,2.87955483
5.25e-05,1.65e-05,0.006424118,6.688897227,3.287035866,6.552500012,2.502273722
6.43e-05,2.24e-05,0.001522342,5.219340691,7.090434487,5.088199907,5.983113611
6.43e-05,2.24e-05,0.001522342,5.219340691,7.090434487,5.088199907,5.983113611
6.42e-05,2.75e-05,0.001529878,4.31319872,7.446392644,4.184676186,6.428146745
6.42e-05,3.62e-05,0.002107849,3.274777481,7.760183029,3.146626357,6.945924186
6.42e-05,3.62e-05,0.002107849,3.274777481,7.760183029,3.146626357,6.945924186
6.15e-05,2.06e-05,0.001791152,4.895309832,4.88370962,4.763451863,3.992498957
6.42e-05,5.11e-05,0.002377767,2.389805886,6.932010236,2.268546605,6.306970937
6.15e-05,9.39e-06,0.004151513,8.016053275,6.010126317,7.851825527,5.071745765
6.42e-05,5e-05,0.004020214,2.44163494,4.912049174,2.319870733,4.477772615
6.42e-05,4.5e-05,0.00378819,2.581711598,6.634932439,2.450192385,6.154952053
6.42e-05,4.5e-05,0.00378819,2.581711598,6.634932439,2.450192385,6.154952053
5.25e-05,3.54e-05,0.002923611,3.099459242,7.681528714,2.962078927,6.918640754
6.43e-05,1.2e-05,0.002559233,9.280739646,4.76639665,9.142564311,3.579386924
6.43e-05,1.2e-05,0.002559233,9.280739646,4.76639665,9.142564311,3.579386924
6.15e-05,2.92e-05,0.001253161,3.465082357,7.582641945,3.334991234,6.776430939
6.15e-05,3.89e-05,0.002620269,2.46761302,7.320443938,2.328162572,6.756428235
6.15e-05,3.89e-05,0.002620269,2.46761302,7.320443938,2.328162572,6.756428235
6.15e-05,3.89e-05,0.002620269,2.46761302,7.320443938,2.328162572,6.756428235
6.15e-05,1.72e-05,0.000235385,5.864097187,6.746986567,5.732848423,5.255528678
6.15e-05,1.72e-05,0.000235385,5.864097187,6.746986567,5.732848423,5.255528678
6.43e-05,5.08e-05,0.004880379,2.312765411,4.929272534,2.183139532,4.618586042
6.43e-05,5.08e-05,0.004880379,2.312765411,4.929272534,2.183139532,4.618586042
6.43e-05,5.08e-05,0.004880379,2.312765411,4.929272534,2.183139532,4.618586042
6.43e-05,5.08e-05,0.004880379,2.312765411,4.929272534,2.183139532,4.618586042
6.15e-05,1.58e-05,0.000967081,6.082596501,6.724715073,5.943168163,5.540821326
6.15e-05,1.58e-05,0.000967081,6.082596501,6.724715073,5.943168163,5.540821326
6.15e-05,2.56e-05,0.002971609,3.448741471,7.933283665,3.298768286,7.263249992
6.15e-05,1.08e-05,0.001053558,8.133545221,6.887276421,7.98287311,5.50955223
6.15e-05,1.14e-05,0.002654206,7.089753988,6.897736673,6.931250222,5.846932105
6.41e-05,2.65e-05,0.004392212,4.556927151,4.095140352,4.432090474,3.434067258
6.42e-05,2.27e-05,0.0096848,5.286889038,2.317461641,5.16062051,1.910599838
5.25e-05,1.56e-05,0.000635856,6.847611649,7.682879199,6.707006937,6.058335011
6.15e-05,2.59e-05,0.00038945,3.941641825,7.937993928,3.814032646,6.753773224
6.41e-05,5.85e-05,0.003878038,2.046704277,5.878699809,1.92020391,5.510269323
6.41e-05,2.57e-05,0.001580137,4.488706772,8.083310736,4.355929859,7.027829129
6.44e-05,2.14e-05,0.002401369,5.102932781,7.854584556,4.96316635,6.869458961
6.44e-05,2.14e-05,0.002401369,5.102932781,7.854584556,4.96316635,6.869458961
6.15e-05,1.19e-05,0.001728928,8.493189043,3.033185224,8.362603092,1.96494099
5.25e-05,2.62e-05,0.004187831,4.160909852,5.233206061,4.023266042,4.440259719
6.15e-05,1.4e-05,0.004580936,7.291670748,2.202634137,7.163521379,1.478535164
6.43e-05,1.52e-05,0.000956546,7.102694893,8.666892968,6.96097112,7.212137803
6.15e-05,8.59e-06,0.005922032,9.510177575,4.151644683,9.352796313,3.346188201
6.42e-05,4.29e-05,0.003764695,2.723603541,6.449444021,2.593044019,5.938110743
6.42e-05,4.29e-05,0.003764695,2.723603541,6.449444021,2.593044019,5.938110743
6.43e-05,4.08e-05,0.004928303,2.959714573,4.291002592,2.835422695,3.861225377
6.43e-05,4.08e-05,0.004928303,2.959714573,4.291002592,2.835422695,3.861225377
6.43e-05,4.08e-05,0.004928303,2.959714573,4.291002592,2.835422695,3.861225377
5.25e-05,4.79e-05,0.007478988,2.398858045,2.937521889,2.26859451,2.713570046
5.25e-05,5.97e-05,0.002664911,1.886071639,9.036337835,1.752929973,8.45338253
6.43e-05,1.26e-05,0.001466705,8.694096023,6.953244419,8.554367559,5.637416544
6.44e-05,3.63e-05,0.005052607,3.287040987,4.466775021,3.159969615,4.001997221
6.44e-05,3.63e-05,0.005052607,3.287040987,4.466775021,3.159969615,4.001997221
6.16e-05,2.11e-05,0.000222046,4.795286565,7.62435335,4.664624591,6.166364163
6.24e-06,7.32e-05,0.00260207,1.11756649,4.785054227,0.960495513,3.540663248
6.39e-05,1.79e-05,0.000573151,6.451646077,7.98704818,6.31887187,6.476955516
6.39e-05,1.79e-05,0.00082535,6.524652199,6.891922657,6.393546907,5.506733708
6.39e-05,1.79e-05,0.00082535,6.524652199,6.891922657,6.393546907,5.506733708
6.39e-05,1.79e-05,0.00082535,6.524652199,6.891922657,6.393546907,5.506733708
6.4e-05,1.2e-05,0.002412985,9.300813342,4.735416915,9.16303808,3.526258753
6.4e-05,1.2e-05,0.002412985,9.300813342,4.735416915,9.16303808,3.526258753
6.4e-05,5.44e-05,0.00262471,2.230948766,7.129542563,2.10783498,6.558986406
6.4e-05,5.44e-05,0.00262471,2.230948766,7.129542563,2.10783498,6.558986406
6.4e-05,3.32e-05,0.00765334,3.668835435,2.642911856,3.546494311,2.296606198
6.24e-06,3.88e-05,0.003665191,1.973212385,3.127354117,1.810454231,1.727318116
6.39e-05,2.2e-05,0.004397197,5.298063131,4.589875284,5.166803713,3.85019279
6.4e-05,2.26e-05,0.001551567,5.31593852,5.82014493,5.189813804,4.743584517
6.44e-05,1.3e-05,0.002435022,8.266498946,5.925939825,8.124537336,4.742709884
6.4e-05,3.99e-05,0.008068907,3.043068601,2.377075189,2.91998322,2.146351533
6.4e-05,3.99e-05,0.008068907,3.043068601,2.377075189,2.91998322,2.146351533
6.46e-05,6.3e-05,0.003808862,1.882249336,6.15626445,1.754185811,5.827101741
6.39e-05,2.18e-05,0.001905308,5.488069649,5.407075604,5.361490107,4.378565061
6.14e-05,1.99e-05,0.001090901,4.883172053,6.935647432,4.745014324,5.83331532
6.14e-05,1.99e-05,0.001090901,4.883172053,6.935647432,4.745014324,5.83331532
6.13e-05,1.91e-05,0.000714709,5.392614702,4.660323129,5.265956359,3.518866645
6.15e-05,7.37e-05,0.001280673,1.147302746,5.529033382,0.993435093,4.059869745
6.37e-05,1.77e-05,0.001892141,6.558909624,5.637611459,6.426947368,4.508936167
6.37e-05,1.77e-05,0.001892141,6.558909624,5.637611459,6.426947368,4.508936167
6.45e-05,2.67e-05,0.004518754,4.500873468,4.151394333,4.375275665,3.510111352
6.38e-05,3.38e-05,0.003064381,3.572490904,5.645650256,3.447255535,4.942154231
6.38e-05,3.38e-05,0.003064381,3.572490904,5.645650256,3.447255535,4.942154231
6.14e-05,1.42e-05,0.000838918,6.835271983,5.637292504,6.696917757,4.353471258
6.14e-05,1.42e-05,0.000838918,6.835271983,5.637292504,6.696917757,4.353471258
6.37e-05,1.11e-05,0.001280153,9.944065469,5.490109838,9.8051322,4.02373006
6.37e-05,1.11e-05,0.001280153,9.944065469,5.490109838,9.8051322,4.02373006
6.4e-05,3.83e-05,0.002820484,3.176363438,5.769982631,3.053534627,5.095892739
6.15e-05,1.06e-05,0.001517974,8.333476366,5.962540561,8.183226067,4.692322611
6.38e-05,5.03e-05,0.002248407,2.399779145,8.006266161,2.274924369,7.347809143
6.39e-05,4.14e-05,0.003156817,2.921739293,5.828062228,2.797891946,5.222429808
6.4e-05,2.38e-05,0.005026619,5.051078397,3.714071145,4.925201666,3.062818716
6.24e-06,3.82e-05,0.001164973,2.04064571,3.854979886,1.879499894,2.053959058
6.38e-05,1.81e-05,0.009111562,6.5379561,2.531270012,6.40845919,2.000667288
6.14e-05,1.18e-05,0.001106837,7.748395454,6.167388928,7.601767025,4.839810352
5.25e-05,1.82e-05,0.00207875,5.754214873,6.902235086,5.611450672,5.726864436
5.25e-05,1.82e-05,0.00207875,5.754214873,6.902235086,5.611450672,5.726864436
5.25e-05,1.82e-05,0.00207875,5.754214873,6.902235086,5.611450672,5.726864436
6.37e-05,2.34e-05,0.003460587,5.133060935,4.487815574,5.00655027,3.689049605
6.4e-05,3.3e-05,0.005640035,3.705132389,3.394451815,3.583370042,2.921941261
6.15e-05,2.16e-05,0.000854313,4.799944863,5.864068105,4.677470607,4.971009246
6.15e-05,2.16e-05,0.000854313,4.799944863,5.864068105,4.677470607,4.971009246
6.15e-05,2.16e-05,0.000854313,4.799944863,5.864068105,4.677470607,4.971009246
6.34e-05,5.65e-05,0.004369891,2.150138834,4.690801752,2.027081887,4.34288626
6.35e-05,4.36e-05,0.002858957,2.759301527,6.634153589,2.633900181,6.009184555
6.51e-05,2.83e-05,0.007070261,4.199201378,3.275668822,4.071426486,2.848916909
6.31e-05,4.76e-05,0.002113608,2.550917623,7.680387349,2.427240748,6.969754604
6.31e-05,4.76e-05,0.002113608,2.550917623,7.680387349,2.427240748,6.969754604
6.54e-05,1.86e-05,0.005202955,6.332852064,3.727684104,6.202946838,2.993130796
6.54e-05,1.86e-05,0.005202955,6.332852064,3.727684104,6.202946838,2.993130796
6.54e-05,1.86e-05,0.005202955,6.332852064,3.727684104,6.202946838,2.993130796
6.12e-05,2.84e-05,0.001922415,3.429840157,7.193354497,3.29152554,6.39576133
6.32e-05,3.67e-05,0.005687944,3.308115286,3.744163588,3.183577284,3.317656472
