muN,mu1,mu2,alpha1,alpha2,beta1,beta2
7.61578343006689e-06,4.23633222039327e-05,0.00330545147558777,3.30015669994703,0.834947445874779,3.13547682377341,0.108544672410004
7.76103859423433e-05,2.91689122141756e-05,0.000511156158802506,6.34961655969208,3.33986206406657,6.21069061604226,2.70883328702981
7.76111136301467e-05,1.59681736277087e-05,0.00259371182786495,8.14630193594777,2.88926421940869,7.97549666413678,2.50558815267115
7.76098928079826e-05,2.63324643834648e-05,0.0010126772758303,6.34397066484358,3.51546811557893,6.19409611292411,2.98648101062028
7.76098928079826e-05,2.63324643834648e-05,0.0010126772758303,6.34397066484358,3.51546811557893,6.19409611292411,2.98648101062028
7.76098928079826e-05,2.63324643834648e-05,0.0010126772758303,6.34397066484358,3.51546811557893,6.19409611292411,2.98648101062028
7.76098928079826e-05,2.63324643834648e-05,0.0010126772758303,6.34397066484358,3.51546811557893,6.19409611292411,2.98648101062028
7.76114928881148e-05,2.13830931592981e-05,0.00479330084825354,9.86826583511418,0.298985720976979,9.77011165203757,0.00798668918215639
7.76091057515389e-05,4.09411080372953e-05,0.000672530664288603,3.72371988299248,6.93633432838709,3.56564303542675,6.43107054201135
7.76091057515389e-05,4.09411080372953e-05,0.000672530664288603,3.72371988299248,6.93633432838709,3.56564303542675,6.43107054201135
7.76091057515389e-05,4.09411080372953e-05,0.000672530664288603,3.72371988299248,6.93633432838709,3.56564303542675,6.43107054201135
7.76091057515389e-05,4.09411080372953e-05,0.000672530664288603,3.72371988299248,6.93633432838709,3.56564303542675,6.43107054201135
7.76091057515389e-05,4.09411080372953e-05,0.000672530664288603,3.72371988299248,6.93633432838709,3.56564303542675,6.43107054201135
7.76091057515389e-05,4.09411080372953e-05,0.000672530664288603,3.72371988299248,6.93633432838709,3.56564303542675,6.43107054201135
7.76091057515389e-05,4.09411080372953e-05,0.000672530664288603,3.72371988299248,6.93633432838709,3.56564303542675,6.43107054201135
7.76098962194602e-05,2.5084656298509e-05,0.00174430411887607,4.92389680725433,4.75171717535221,4.74956960570556,4.41440109794458
7.76097636074279e-05,3.37546002332168e-05,0.000365848878177993,5.64150258653367,3.67406326552043,5.50598779698185,3.01820135371135
7.76097636074279e-05,3.37546002332168e-05,0.000365848878177993,5.64150258653367,3.67406326552043,5.50598779698185,3.01820135371135
7.76086100088679e-05,5.31050972294758e-05,0.00172352172345943,3.11553536622109,3.35570241683324,2.96495378188575,3.11950393686112
7.76121327804138e-05,4.44344555910112e-05,0.00191313327359491,4.5540069087483,1.69275161278487,4.42751833606823,1.3801095298471
5.25061509207349e-05,4.218637868116e-05,0.000503699577281693,2.75583943616961,9.79185689411431,2.57854563938718,9.19590000498566
7.76122414102637e-05,4.99690910447739e-05,0.00128194467828932,2.91944929512213,5.4677958501021,2.75784098826355,5.1838458381392
7.76079153846003e-05,3.8248366208361e-05,0.00329292233011203,4.61974857473176,1.4852605066044,4.47553016229125,1.30076036647302
7.7611341713609e-05,2.77205776782446e-05,0.000563114123979503,6.35804631847643,3.71185503527058,6.21353099845268,3.07943960148763
7.76131703197548e-05,4.03849990676172e-05,0.00258702355208494,3.39046898942612,2.1402076214789,3.22374621550964,2.0354966214919
7.76069167692831e-05,1.0214707769054e-05,0.00359991105608131,9.77546662093254,2.80104397934695,9.58628277805762,2.47621112642454
7.76065334771713e-05,5.74693620509015e-05,0.00110895752847157,2.58564561680091,6.14651185771791,2.42537453506017,5.85661043867321
7.76073809686721e-05,3.10516311117901e-05,0.00237003339130985,5.32732027051125,2.42978942841414,5.17649874282457,2.12974503054327
7.76073809686721e-05,3.10516311117901e-05,0.00237003339130985,5.32732027051125,2.42978942841414,5.17649874282457,2.12974503054327
7.76073809686721e-05,3.10516311117901e-05,0.00237003339130985,5.32732027051125,2.42978942841414,5.17649874282457,2.12974503054327
7.76073809686721e-05,3.10516311117901e-05,0.00237003339130985,5.32732027051125,2.42978942841414,5.17649874282457,2.12974503054327
7.76073809686721e-05,3.10516311117901e-05,0.00237003339130985,5.32732027051125,2.42978942841414,5.17649874282457,2.12974503054327
7.76073809686721e-05,3.10516311117901e-05,0.00237003339130985,5.32732027051125,2.42978942841414,5.17649874282457,2.12974503054327
7.76078261543526e-05,3.652232445039e-05,0.00159284351495706,4.4045694654865,3.61208280996138,4.25126837459483,3.26377278332454
7.76053203474005e-05,6.49571117637916e-05,0.0015326711820582,3.12105140065248,2.16995471218974,2.9955971819997,1.89096628413497
7.76057688325908e-05,1.28196135874447e-05,0.00230438497607263,6.03384928056596,5.14709382090416,5.82910138242376,4.88437286861712
7.76131998672567e-05,1.8106733332642e-05,0.00203186985660936,5.68244401093446,4.87270449905452,5.49520003051188,4.55430260195141
7.76054353009243e-05,2.58905951503191e-05,0.00183858630229561,4.12493452084894,5.19816080773418,3.94051038748917,4.94965552957887
7.76071993225365e-05,6.05273070911171e-05,0.00171961997098639,2.35987594220838,3.45405256292817,2.19659676440955,3.32044761329375
7.76071993225365e-05,6.05273070911171e-05,0.00171961997098639,2.35987594220838,3.45405256292817,2.19659676440955,3.32044761329375
7.76071993225365e-05,6.05273070911171e-05,0.00171961997098639,2.35987594220838,3.45405256292817,2.19659676440955,3.32044761329375
7.76071993225365e-05,6.05273070911171e-05,0.00171961997098639,2.35987594220838,3.45405256292817,2.19659676440955,3.32044761329375
7.76077019594148e-05,6.50485265223628e-05,0.00123541409810443,2.60786504580752,4.4856522218617,2.45957683076108,4.21099493510825
7.76077019594148e-05,6.50485265223628e-05,0.00123541409810443,2.60786504580752,4.4856522218617,2.45957683076108,4.21099493510825
7.76077019594148e-05,6.50485265223628e-05,0.00123541409810443,2.60786504580752,4.4856522218617,2.45957683076108,4.21099493510825
7.76106998336468e-05,4.7497278234065e-05,0.00134052727859348,2.45694729703688,6.13452121562529,2.2782575520698,5.95548302741298
7.76064888749197e-05,3.34517947793323e-05,0.00124884165653655,3.94931552352135,5.97823331174461,3.77969582611262,5.60853863207138
7.76064888749197e-05,3.34517947793323e-05,0.00124884165653655,3.94931552352135,5.97823331174461,3.77969582611262,5.60853863207138
7.76067809241292e-05,3.74598471883785e-05,0.000361640992326404,4.89580636378405,4.64289084110287,4.75613449145095,3.99808237152804
7.76067809241292e-05,3.74598471883785e-05,0.000361640992326404,4.89580636378405,4.64289084110287,4.75613449145095,3.99808237152804
7.76053638155436e-05,6.44579281121911e-05,0.00108021695642284,2.6903701636143,4.75556185361588,2.5442946857163,4.43884353869157
7.76091706278899e-05,2.03516642648607e-05,0.00306442588585139,7.19806850616272,2.24898748092914,7.03656292395101,1.93866622680088
7.76034966027208e-05,4.61622527127416e-05,0.00289346349419831,3.29693394097378,1.50874221039369,3.13865149068931,1.42130138927368
7.76034966027208e-05,4.61622527127416e-05,0.00289346349419831,3.29693394097378,1.50874221039369,3.13865149068931,1.42130138927368
7.76108404051144e-05,1.4411034616653e-05,0.00420663245359122,7.00573864621457,2.05239611191876,6.81731045036621,1.90033250646821
7.76108404051144e-05,1.4411034616653e-05,0.00420663245359122,7.00573864621457,2.05239611191876,6.81731045036621,1.90033250646821
7.76046068196172e-05,3.32586719034235e-05,0.00135129240712044,4.7626723597858,4.01442995460343,4.6078576575851,3.60901582910595
5.25061534402077e-05,1.52949176545903e-05,0.000501584490557706,7.54996484763503,4.62427067371972,7.37196730389773,3.79580046498271
5.25061534402077e-05,1.52949176545903e-05,0.000501584490557706,7.54996484763503,4.62427067371972,7.37196730389773,3.79580046498271
5.25061534402077e-05,1.52949176545903e-05,0.000501584490557706,7.54996484763503,4.62427067371972,7.37196730389773,3.79580046498271
7.76084934591064e-05,3.64381729476258e-05,0.000741758597429467,3.97030460427118,6.93593344572572,3.80780576045521,6.43210101311251
7.76075103470989e-05,1.43226775666429e-05,0.00517196101715002,8.4758170828023,1.53953859547952,8.29993716901387,1.35515255237096
7.76036568779367e-05,5.88563121693614e-05,0.0020772605593643,2.94712972560581,2.41668832042124,2.80104341511678,2.23806932438061
7.76019240548266e-05,1.9422724026063e-05,0.00294366978725639,6.10323489639521,2.96999470220247,5.92572076794387,2.72328007900212
7.76019240548266e-05,1.9422724026063e-05,0.00294366978725639,6.10323489639521,2.96999470220247,5.92572076794387,2.72328007900212
7.76184832332277e-05,7.54331964810666e-05,0.00141949856196289,2.11544183809503,4.02611968066396,1.96186366316017,3.85111101525525
7.76052611951578e-05,5.59946828118777e-05,0.00161318789211098,2.83262980497304,3.81037488592234,2.67809920287649,3.5872706430137
7.76052611951578e-05,5.59946828118777e-05,0.00161318789211098,2.83262980497304,3.81037488592234,2.67809920287649,3.5872706430137
7.76052611951578e-05,5.59946828118777e-05,0.00161318789211098,2.83262980497304,3.81037488592234,2.67809920287649,3.5872706430137
7.7609979530009e-05,6.15544025553169e-05,0.0028908257560681,2.97198498823782,1.18628929916267,2.83200119955581,1.08321093074502
7.76051740567348e-05,1.1718576240416e-05,0.00321872445092912,9.56354717187563,2.78474759075739,9.38202572918412,2.41916049208551
7.75966087970119e-05,2.13737144155192e-05,0.0011356189875159,6.29593729563962,4.91398297790984,6.12770673629353,4.39539370713934
7.76060096154184e-05,4.52449126438359e-05,0.000897016069067503,3.28272939597833,6.63951254947459,3.12238620011502,6.2269569825717
