muN,mu1,mu2,alpha1,alpha2,beta1,beta2
7.37858534079557e-05,7.25196412934929e-05,0.0014877346906696,3.65890339760002,2.70609983174871,3.50753785724208,2.54358874357549
7.37858419942503e-05,5.00140176537626e-05,0.00202592291455131,4.91266273941559,2.10404081255593,4.75377892339925,1.95723539695836
7.37859811191801e-05,1.93940199325983e-05,0.00139747734490205,5.93350121664814,5.36629644259854,5.71916629526456,5.20260548296635
7.37858011005801e-05,5.49518343148623e-05,0.00178904067706544,4.67889376519947,2.39144492166876,4.52438439856483,2.21757958315716
7.37860225275469e-05,1.83154543703271e-05,0.00168784463649187,9.91148600147923,3.43799392969373,9.72787588636987,3.10026917044833
7.3785805555276e-05,3.09903433148577e-05,0.00129149652516118,6.06672796377343,4.65107140096022,5.88594801318552,4.37432754701824
5.25066844138615e-05,2.10535274533287e-05,0.0025760431100462,9.35606825651578,2.00857112086653,9.17955158443449,1.68738487576521
7.37857850343962e-05,3.46468461092745e-05,0.00302986330227493,6.65280004096591,1.33677512456036,6.48818489738513,1.22369369588244
7.37862343880133e-05,6.57241777017805e-05,0.00268042575993284,4.7018733233079,1.03142835540008,4.56822797671037,0.909839749092855
7.37861344629039e-05,1.92370868171479e-05,0.00179891075067691,5.44847503523205,1.43062143345787,5.22841246527282,1.4271452993511
7.37861344629039e-05,1.92370868171479e-05,0.00179891075067691,5.44847503523205,1.43062143345787,5.22841246527282,1.4271452993511
7.37861344629039e-05,1.92370868171479e-05,0.00179891075067691,5.44847503523205,1.43062143345787,5.22841246527282,1.4271452993511
7.37861344629039e-05,1.92370868171479e-05,0.00179891075067691,5.44847503523205,1.43062143345787,5.22841246527282,1.4271452993511
7.37860939968902e-05,3.90978610927127e-05,0.000962467822924582,4.6038459347582,6.48692012288044,4.41996805647627,6.21773473406316
7.37856287825653e-05,4.09923157013696e-05,0.000589928384544588,5.24178902599857,6.92641682029906,5.07143448043931,6.5022913914374
7.37856287825653e-05,4.09923157013696e-05,0.000589928384544588,5.24178902599857,6.92641682029906,5.07143448043931,6.5022913914374
7.37861451754782e-05,6.37917490832521e-05,0.00106227857418436,3.44375433104467,4.90790672441576,3.27512190333496,4.71251537639468
7.37855978485771e-05,4.17628975559375e-05,0.00142531877836824,4.92262634114963,3.92476752583747,4.74855022869796,3.71853339232422
7.37862045180746e-05,2.66948223893188e-05,0.00190890798269957,7.06724537213253,3.15429416722348,6.88670383459639,2.93688859041888
7.37853977926654e-05,6.26910249983258e-05,0.000922927403415084,3.91388753162802,4.9690254562117,3.75536391721823,4.68871070457056
7.37856499103156e-05,5.68115641463826e-05,0.00113973732206177,3.41395308688711,4.64373325026064,3.23543114952507,4.50000192148086
7.37856499103156e-05,5.68115641463826e-05,0.00113973732206177,3.41395308688711,4.64373325026064,3.23543114952507,4.50000192148086
7.37855620386584e-05,3.00853684642053e-05,0.00437228211174142,8.57476900523115,0.807478277602589,8.42043541579593,0.694797662884005
7.37854055863124e-05,2.76844911277656e-05,0.000915142009726746,3.22734274739268,3.86328427058786,2.99775633098958,3.84837932733481
7.37854055863124e-05,2.76844911277656e-05,0.000915142009726746,3.22734274739268,3.86328427058786,2.99775633098958,3.84837932733481
7.37866015898979e-05,3.24161610430174e-05,0.00230335180174325,6.50751561022746,2.23461614323097,6.33567889045446,2.07252899734578
7.37861473761356e-05,3.24925686217816e-05,0.00170306496374545,6.41906766668603,3.27172017534136,6.24621104003041,3.03701843049178
7.37854477194925e-05,6.77976044894245e-05,0.00110306547254198,3.48221328040168,4.41202607639374,3.32011222207176,4.20928498141776
7.37854477194925e-05,6.77976044894245e-05,0.00110306547254198,3.48221328040168,4.41202607639374,3.32011222207176,4.20928498141776
7.37854477194925e-05,6.77976044894245e-05,0.00110306547254198,3.48221328040168,4.41202607639374,3.32011222207176,4.20928498141776
7.37861817889868e-05,2.61816934238882e-05,0.00139224530498442,5.98401398570273,4.93752209920753,5.78995926900749,4.71293399211717
7.37866801796622e-05,4.01408976409225e-05,0.000699356898163244,6.79430418296191,3.66474396764579,6.64557457310394,3.21246032709565
7.37866801796622e-05,4.01408976409225e-05,0.000699356898163244,6.79430418296191,3.66474396764579,6.64557457310394,3.21246032709565
7.37851071722815e-05,2.43412615983647e-05,0.000956234657043918,5.67108450922259,7.636450596509,5.46841357852881,7.34412552486626
7.37851071722815e-05,2.43412615983647e-05,0.000956234657043918,5.67108450922259,7.636450596509,5.46841357852881,7.34412552486626
7.37851071722815e-05,2.43412615983647e-05,0.000956234657043918,5.67108450922259,7.636450596509,5.46841357852881,7.34412552486626
7.37850194855797e-05,6.80579602394271e-05,0.00111823804292563,3.72845203326542,4.03664397247124,3.57289321535594,3.80906049285828
7.37856655940737e-05,3.78296288196092e-05,0.0022352052763827,5.98126178748489,2.16267316264931,5.81509742955808,2.00021355898757
7.37853386412196e-05,3.7021231680673e-05,0.00109638902652776,5.22868983376293,5.34753616470509,5.04996709334534,5.06826141028489
7.37853386412196e-05,3.7021231680673e-05,0.00109638902652776,5.22868983376293,5.34753616470509,5.04996709334534,5.06826141028489
7.37865632883469e-05,3.33658620155647e-05,0.00132744791709315,5.0674603464851,4.85162531614363,4.878790094413,4.651918842475
7.37865632883469e-05,3.33658620155647e-05,0.00132744791709315,5.0674603464851,4.85162531614363,4.878790094413,4.651918842475
7.37851220967157e-05,3.20913762493598e-05,0.000983389077721826,5.82615835803276,5.77118630783985,5.64501162100759,5.43731194507038
7.37851220967157e-05,3.20913762493598e-05,0.000983389077721826,5.82615835803276,5.77118630783985,5.64501162100759,5.43731194507038
7.37851193447058e-05,2.6878349088211e-05,0.00229169745879565,6.67459546390159,2.40979472854663,6.49025818556485,2.27050124030894
7.37851193447058e-05,2.6878349088211e-05,0.00229169745879565,6.67459546390159,2.40979472854663,6.49025818556485,2.27050124030894
7.37853959998177e-05,6.54278230766024e-05,0.000581153006587107,3.59363009490214,7.39299723619654,3.43116782092973,7.03757023037874
7.37852106203839e-05,4.04031429606951e-05,0.00180424470415237,5.39395850513821,2.86540702094015,5.22475478362971,2.68411856723196
7.37849737650437e-05,3.33774235305263e-05,0.00092645120606867,6.172836794652,5.251915644344,5.9989802362794,4.88073959309689
7.37863345694698e-05,2.64392524432284e-05,0.00254573111431633,7.31329536079947,2.11898279872124,7.1345906340396,1.96704231593825
7.37868300350552e-05,4.2202245640408e-05,0.000977639840972459,3.72165617018159,6.77507477856377,3.52795863339031,6.59155971594885
5.25066950581396e-05,2.7353787751428e-05,0.00187045816934914,6.85658944457605,2.94478992495736,6.67624557531635,2.63780056132782
7.37847965437556e-05,4.69908363307262e-05,0.00188411866753875,4.54624798808861,2.3426689254628,4.37556325993646,2.22772723796644
