T1,T2,T3
0.000448413425781574,-0.0119564799354395,-0.00856477817861001
4.75513934735014e-06,0.000996595948955306,-0.000279561924480215
8.04505551363022e-07,-0.00228430777318155,-0.00148888954247204
-2.1520731313573e-06,-0.00170890601588256,-0.00113005471722896
-0.000218994823700628,-0.00302173014760892,-0.00213519880259304
2.6986549746325e-06,-0.0130408717158818,-0.0093088714528312
1.57838297025863e-07,-0.00198042269130879,-0.00135946332482644
-1.89744948803418e-06,-0.00414033038976892,-0.00314085185838343
4.84584163814587e-08,0.0115952418945344,0.00747267110424389
5.64763023820139e-07,-0.00369945851260625,-0.00237918597966303
-3.99134240706178e-06,-0.00029007081784897,5.72563780784098e-05
2.05682598919611e-06,-0.00166784327033615,-0.000860522880851244
-5.81804612495312e-09,-0.00478849994267691,-0.00336167531690121
-1.15170387567559e-07,-0.00211660630126437,-0.00164329436900783
-8.23894874619327e-06,-0.00489702647747003,-0.00305768702806463
-8.5346539677706e-07,-0.00173123740667715,-0.00126408071674017
2.06758379841333e-07,-0.006174975759264,-0.00462325490009079
-1.65937067783097e-06,-0.00744500509464683,-0.0050126717263933
-2.81466785790712e-05,-0.00729069140318627,-0.00566809548464811
-5.95313909082072e-06,-0.00196091568050245,-0.00179867472351228
2.63344657772021e-07,-0.00444161583746578,-0.00335320270435063
-1.87054491790284e-06,-0.00284620837928872,-0.00199989553409817
4.4437558511296e-08,-0.00651216531918438,-0.00561392895858016
-0.00119892723965301,0.00294886716154719,0.00585010687973559
-2.02878824045367e-06,-0.00317625429007811,-0.00206464548491742
1.42681167119195e-08,-0.00288678804682202,-0.00200385733228882
-1.72809857505183e-07,-0.00282886156546836,-0.00209921951991163
1.41357992966832e-06,-0.00318439590424011,-0.00237312069399077
2.26208753356982e-05,-0.00531095971296958,-0.00334030313773946
-2.06843451336698e-06,-0.00407739620947703,-0.0029544607672522
3.93607720834482e-07,-0.00542648463540204,-0.00374140185284698
1.98845615350191e-05,0.0115360447768806,0.0101328591211092
1.33784939463761e-06,-0.007895595955072,-0.00533393711602282
-8.00197620228105e-09,-0.00553219855255534,-0.00379543025645547
-3.61586544316285e-06,-0.0092025578190794,-0.00666053093844581
-6.32338298380065e-06,0.019092842810318,0.0144560617431804
