muN,mu1,mu2,mu3,alpha1,alpha2,alpha3,beta1,beta2,beta3
1.93192470978696e-05,2.56991040151145e-05,0.000912770990335264,0.314924861710779,4.86050519650142,8.25639345826414,7.99057360339222,4.69671514347249,2.04734325857226,0.63421403051994
8.16769001924257e-05,1.962051897843e-05,0.000612652303590658,0.0626606439816125,8.33520637335206,1.64979224010063,0.115070530745144,8.02887849753584,0.867188721125779,0.0241809513918097
8.16778554411401e-05,7.65130238981201e-06,0.00167035908975858,0.00163754362799452,7.12643305650432,3.6746347874506,3.19264469052912,6.74576290362458,3.28875314568969,2.36893480871475
8.16744606595274e-05,2.71727557810187e-05,0.00157389432065073,0.00466484043975163,8.03738930997162,4.50295493030675,1.94237429919697,7.75222771824946,4.22341012781599,1.55767799374305
8.16740008353788e-05,5.07229494842239e-05,0.000970351117319635,0.0178845658837176,5.74448466786829,7.08794313741087,0.376607849780463,5.48129358197178,6.96706420728665,5.27140035472533e-05
8.16784676896819e-05,1.4612598336343e-05,0.00462556143769457,0.0194052905684211,8.24428955029829,1.47298345672701,0.398063705106249,7.91647953389,1.38666158102324,0.00046414885487729
8.16780839928637e-05,2.05624839117251e-05,0.00264125433924664,0.0233695941707557,9.13986478601417,2.68023507040175,0.338702207149657,8.8436386125986,2.56937332475323,0.000218278623661118
8.16702647420217e-05,3.25825613291357e-05,0.00385184339893043,0.0292993751523433,7.5242915397207,1.70516055076715,0.25202977199304,7.24797828322304,1.6093302456835,4.74258275609201e-05
8.16822640618153e-05,2.05468687939796e-05,0.00168586586264198,0.046215744159238,8.22671200797607,1.47669051157998,0.225831807386052,7.92287747337548,0.871335559262428,0.0656263526117821
8.1673442770428e-05,2.14186234148565e-05,0.000943011948291344,0.000888995844127039,1.86440531064819,6.6663702333876,3.57412827449971,1.46362411673197,6.28571729674476,2.58062852263051
8.16808386159832e-05,2.12639768572954e-05,0.00296715311854117,0.0551168322675163,5.56700738432499,1.95110711931856,0.166300823114563,5.23804833839734,1.55619145134326,0.0201978958866641
8.16811089512901e-05,1.77862330985789e-05,0.00189472664572794,0.0326465696181739,6.80155876416963,4.0607111330731,0.282143104898651,6.47402864480605,3.92570739270221,0.000172043904969314
8.16551889487386e-05,2.64628077265216e-05,0.00172634081886131,0.00294725272017117,7.23153586596093,4.45562425933082,1.19118001442378,6.93680671903169,4.2803202613663,0.48015320584544
8.16551889487386e-05,2.64628077265216e-05,0.00172634081886131,0.00294725272017117,7.23153586596093,4.45562425933082,1.19118001442378,6.93680671903169,4.2803202613663,0.48015320584544
8.07162839591951e-06,2.45402393080914e-05,0.000525984754775035,0.0634738011120564,8.2660986764953,1.46153415904853,0.150342969807516,7.97579389968118,0.637520710139002,0.000917468547928426
8.16503909626786e-05,7.50527361816499e-05,0.0015191856984066,0.0164892578816842,7.0630201232431,4.00422977501952,0.329525773085304,6.85116493095452,3.88144569295177,6.10921740494597e-05
8.16503909626786e-05,7.50527361816499e-05,0.0015191856984066,0.0164892578816842,7.0630201232431,4.00422977501952,0.329525773085304,6.85116493095452,3.88144569295177,6.10921740494597e-05
8.16599460056632e-05,2.97767357754979e-05,0.00515320322696257,0.038825026383925,7.17215480858589,1.1583210677938,0.157893300560214,6.88537823415716,1.09055311076864,0.000218796555229451
8.17010737705113e-05,2.61633368608612e-05,0.00186749825098412,0.047155280912416,3.48739647503944,4.04011424410439,0.161655687765522,3.14097950170549,3.92616153549854,0.000344980025367866
8.17243442678551e-05,2.27413230607414e-05,0.00273543987040306,0.0329802445557205,8.19205519585544,2.25006433858312,0.225378164479162,7.89528255433913,2.18153941508317,0.000251201484015116
8.17143458631849e-05,1.95650320770376e-05,0.00797531665961627,0.0200136753683361,8.44759025385824,0.884211805044496,0.383753041261556,8.14220365427563,0.774818405407205,0.00279229457608912
8.17143458631849e-05,1.95650320770376e-05,0.00797531665961627,0.0200136753683361,8.44759025385824,0.884211805044496,0.383753041261556,8.14220365427563,0.774818405407205,0.00279229457608912
8.16844078204223e-05,6.47157345084688e-05,0.00208209363415489,0.0215358645396437,5.17257198118349,3.07059447208462,0.311001546332866,4.92059021528503,2.96990033618169,0.000108334418249854
8.16084975155324e-05,2.21792428592121e-05,0.00342588319766726,0.0403976349303279,5.98932548657075,2.2384119873814,0.210374948843571,5.66857094981728,2.10015577476639,0.000242007464918097
8.16084975155324e-05,2.21792428592121e-05,0.00342588319766726,0.0403976349303279,5.98932548657075,2.2384119873814,0.210374948843571,5.66857094981728,2.10015577476639,0.000242007464918097
8.17496052471374e-05,2.56845255723623e-05,0.00190412030907948,0.0415031048350777,6.9223384496675,4.00310582563711,0.186843078854805,6.62248586966087,3.85182148563217,0.00102720626627111
8.06372683178632e-06,1.81349407046478e-05,0.0025224506191413,0.00194490940096993,9.41209477365399,1.38258109023755,6.38555997487909,9.10903885565577,0.853899354385986,6.13374659085179
8.04820238524792e-06,3.31865434171708e-05,0.00097232577446312,0.00321955417808814,8.20092226540841,7.18362990274708,2.68757791811208,7.93240726717463,6.91672487125151,2.33665121332129
