muN,mu1,mu2,mu3,alpha1,alpha2,alpha3,beta1,beta2,beta3
2.51192578447843e-05,9.13847296368296e-05,0.000965683590656269,0.763678955416548,1.28064410597997,1.73792019354391,4.72879683193477,0.999630999962423,1.72812588248087,0.0861216651715474
5.24994449104528e-05,3.10797662232552e-05,0.0018425160983058,0.0344914966865589,8.61106043342979,3.42289676012479,0.243869410763366,8.30260782635239,3.20830423444583,0.0075769048233672
1.02997366558166e-05,2.13777719077024e-05,0.000866763902567955,0.0806170288787184,2.11461001834224,1.5446963572409,0.0479560601930484,1.67467622093229,0.9056561701046,0.013967587293209
1.02842346955222e-05,2.36549073512862e-05,0.00108239109276955,0.0358778828727792,3.29134602042987,1.22822333261349,0.334159561879679,2.88949734179714,0.587813385262763,0.192487107825446
1.02842346955222e-05,2.36549073512862e-05,0.00108239109276955,0.0358778828727792,3.29134602042987,1.22822333261349,0.334159561879679,2.88949734179714,0.587813385262763,0.192487107825446
1.02842714868363e-05,2.73772855548804e-05,0.00095136035987544,0.00203654342298366,7.05684908483626,5.09508609057366,5.57040024922392,6.72234092516365,4.74243807422342,5.29358464596057
1.02771003004982e-05,1.10236743105671e-05,0.000513743520883922,0.0498121877887877,1.5010185406105,1.9873099834687,0.287281943571583,0.992651852073776,1.30021319616117,0.097527350651034
1.02771003004982e-05,1.10236743105671e-05,0.000513743520883922,0.0498121877887877,1.5010185406105,1.9873099834687,0.287281943571583,0.992651852073776,1.30021319616117,0.097527350651034
1.02817122650912e-05,1.34205594378891e-05,0.000205697974080572,0.00658704357949633,9.08777539451388,8.57365081330096,2.08888843197514,8.71842761816377,7.99059287501905,1.80860391801429
1.02817122650912e-05,1.34205594378891e-05,0.000205697974080572,0.00658704357949633,9.08777539451388,8.57365081330096,2.08888843197514,8.71842761816377,7.99059287501905,1.80860391801429
1.02885853751258e-05,1.27897776849692e-05,0.00125042760143031,0.00147136056112443,8.07358514012646,5.51260922217002,6.56484887839821,7.69237951625301,5.34350666866675,6.25721435623989
1.02781272134155e-05,2.51224822707585e-05,0.0014588784402404,0.00167467778270581,9.31562837075744,4.55377276460157,5.32124632999531,8.99614950915586,4.38046408361916,5.08417456043462
1.02781272134155e-05,2.51224822707585e-05,0.0014588784402404,0.00167467778270581,9.31562837075744,4.55377276460157,5.32124632999531,8.99614950915586,4.38046408361916,5.08417456043462
1.02687062859847e-05,3.01076693927165e-05,0.00186570421600443,0.00203601473848748,8.60581780787584,1.22085621592891,2.47038748049193,8.29428254030761,0.690655566876652,2.47026554850963
1.02740057155564e-05,1.69778562403157e-05,0.00098424212992752,0.00777093549333919,3.33296415588823,2.0716219767832,1.84972743653945,2.90810326343937,1.50960430922886,1.52937057873858
1.02495531585565e-05,8.55427533989424e-06,0.000632737847099659,0.00771231979357319,3.44183859662948,7.23103026807379,1.73223171107575,2.97135530995959,6.8494269580161,1.3797639542605
1.02648593177585e-05,1.12137282969274e-05,0.00154830340055324,0.0200862889629539,8.27115808794216,1.72644103408739,0.678458690853333,7.88190428789494,1.21924916715657,0.337446856367245
1.03477306217169e-05,1.41461208270512e-05,0.000958504762315124,0.0282947827054815,1.27966348612772,1.64842263287981,0.552554320635507,0.778485449366838,1.03708153177241,0.242174991506417
1.03539233208282e-05,3.12441277926064e-05,0.000536186554916657,0.0467536975444529,9.56307144866064,1.0850473669801,0.225026484613943,9.26414590625788,0.321758439157145,0.0582572327861762
9.99989850014023e-05,6.80547231458115e-06,0.00130697450512205,0.0784067667832544,1.22122158057025,1.67000643163799,0.140175041007238,0.66462956414684,1.11792792490335,0.00532686624645115
9.99962252390681e-05,1.62111563462362e-05,0.00179428894656609,0.0743020528129986,1.78841226644749,1.81867104606929,0.130546248907029,1.31506911043291,1.35057713455997,0.00635136576189895
9.99962252390681e-05,1.62111563462362e-05,0.00179428894656609,0.0743020528129986,1.78841226644749,1.81867104606929,0.130546248907029,1.31506911043291,1.35057713455997,0.00635136576189895
9.99930619486386e-05,2.82252444403206e-05,0.00120099586964678,0.0412393532308638,8.3136224398913,5.0730145436224,0.17214897280992,7.99240832151378,4.97615918602564,0.000111863829615965
9.99973545527944e-05,2.47603047779739e-05,0.00205468896580959,0.00868340779303456,7.7808019372322,3.08686842743781,0.65435929037239,7.44378054271557,2.9770629653571,0.151455059163857
9.99928793648258e-05,1.10267689155923e-05,0.00284347035117443,0.0440602550428091,7.14107711009512,2.34764276393747,0.198216006848203,6.73762631456153,2.22804907457664,0.000744871919935669
9.99919147290219e-05,2.35491500667693e-05,0.00182029639145074,0.0457789249526054,9.35415171569945,3.48371901569384,0.145452554989891,9.02786956438148,3.37125831890795,8.62886841023963e-05
9.999758417736e-05,2.79391591747224e-05,0.000778271173119564,0.0168665457872614,8.76492595426975,7.94866491895302,0.40622697546939,8.4470858918626,7.84376182076495,0.000395042793744569
9.99953738247173e-05,3.1351413554971e-05,0.00138175281258505,0.0375780611284921,5.61269388768309,4.38690828869213,0.210637604224673,5.26912747907267,4.29841538358355,0.000331725238089764
9.99926887932329e-05,3.42656090860646e-05,0.00170343596089843,0.00911843553283428,8.76213282459961,3.5364700280243,0.522188777147785,8.46116348363461,3.43714510645723,0.00192070022179934
9.99953918062473e-05,3.47576490245959e-05,0.00184194863532372,0.0414635947158652,8.61198441805574,2.87104538029613,0.141877338066487,8.31045923803944,2.80831722244104,7.55998254670044e-05
9.99937016782674e-05,5.70874701276944e-05,0.00124846875620486,0.040879414687375,8.0719552127833,4.41627867963139,0.12594164978158,7.80771022170075,4.33198514059685,2.52535362083242e-05
9.99923676659539e-05,3.86215716804324e-05,0.00287846006077671,0.0352228071380184,9.94960257204324,1.55504868194774,0.169513969319451,9.66918184222171,1.51571620948124,0.000172572136664391
9.99923676659539e-05,3.86215716804324e-05,0.00287846006077671,0.0352228071380184,9.94960257204324,1.55504868194774,0.169513969319451,9.66918184222171,1.51571620948124,0.000172572136664391
9.99946239009408e-05,5.33275009950177e-05,0.00172884681655393,0.0286396820489212,9.86085263939491,2.78934680737139,0.215025715562654,9.60885229775286,2.73135343960468,0.000117648811495313
9.99990692781766e-05,3.7271456347446e-05,0.00183476634497069,0.0182860498837173,7.78461069861485,3.22606294568652,0.375319166493898,7.48050771560649,3.13344858333887,3.45239034094991e-05
9.99927483245199e-05,2.72485762965102e-05,0.00241240544909377,0.0321779013480638,4.71183525982657,2.61332791313275,0.271689960158482,4.34429528008584,2.51350436827799,0.000226364091435036
