T1,T2,T3
3.05403762848958e-05,-0.00224023649286166,0.000737411098360694
2.42900950145776e-06,-0.000469947303441774,-0.000365336688165454
5.79143521125389e-07,-0.000991042409958892,-0.000241385816321438
2.48137485634047e-07,-0.000743020981621116,-0.000276697913980961
1.28706440290695e-07,-0.00123435506317487,-0.000213849110985594
1.46616290636059e-07,-0.00198326179992203,-0.000283044177251679
1.30097044555108e-05,-0.000706708283315795,-0.000115046841751038
-6.52015357326155e-05,-0.000932225279328844,-0.00064760763292865
-1.23594614774853e-05,-0.00326534397132501,-0.00118583769436509
2.93588822870137e-07,-0.00126605190867205,0.000133051269202731
-0.000160243052971022,-0.00255009587559775,-0.000775403959279305
1.52168828119982e-06,-0.00235010189596264,9.58781089361629e-05
-9.87538042038002e-06,-0.00238922107134,0.000338886318334907
-0.00163646399234866,-0.00207662915191576,-0.000649906793787916
-0.000148812493651388,0.000186464963739159,-0.000612589413676521
-4.69220060909086e-06,-0.00153699441123972,-7.45112951834651e-06
-8.00480719777115e-07,-0.00125427880883141,0.000206924953804429
-1.71486273045223e-06,-0.00179401373571572,-1.07009893410405e-06
-1.43737078519495e-05,-0.000770282862980638,3.66162964633438e-05
2.6183764374815e-05,-0.00163378174031953,-8.00171444246674e-05
1.14742069277781e-06,-0.000481264279056925,0.000215261731438814
-8.48595682575818e-08,0.00117041416476572,-0.000384148063176713
-0.000192885513033721,-0.00188652879919695,-0.000360333313641597
5.9095624738681e-05,-0.00133978330474336,-0.000183393426944411
-5.16023168894183e-06,-0.000406893618658306,-0.000135145692809676
3.6350223206161e-07,-0.000181242472437052,2.85765089436699e-06
8.69761791094642e-09,-0.000691090080739324,-0.000243798911388117
-1.04179247574392e-06,-0.00064315026978437,0.000336784456228577
-7.79987342173459e-07,-0.00103624136262414,-0.000224863046836503
-3.05074356359809e-06,-0.00134598537221407,-0.000270072433554875
6.79033043851309e-07,-0.000950123245039566,4.85469988609084e-05
-9.343957824901e-07,-0.000959110581672394,-0.00018056020958068
1.68812650311196e-07,-0.001344935638182,-0.000495065872410578
1.2474672261684e-06,-0.00163731548398006,0.000240270061136977
-5.19585910522136e-05,0.000587932678338692,0.000692483742978455
0.000359311165547396,-0.00147081964375184,-0.000882445489963312
-9.21951694646458e-07,-0.000165552506349405,-0.000830817035193831
-2.77943046847008e-06,-0.00170300203236095,-3.77326495264779e-06
3.70811446019867e-08,0.000168338586982567,0.000126965034737274
-0.00207631075244301,-0.000758854406828234,-0.000368583794525926
2.27490869096775e-05,-0.00147624315999666,-0.00012927246766656
-4.36661326433254e-07,-0.00142679298527841,-0.000365627171091096
-1.03246535658716e-07,-0.00122336986499819,-2.74920536805326e-05
2.57360475876878e-05,0.00505554117846616,0.0019949520228646
0.000115061567881515,-0.000615010292691315,-0.000217190540679153
1.06832588789917e-07,-0.00215030764116743,-0.00016876475871925
-9.71815038386967e-06,-0.00182542175465409,-0.000730866007226332
-1.92120404696366e-05,-0.000694672165177766,-0.000513672535687764
6.65328200084655e-07,-0.000680603868065641,0.00036526513530671
9.8438225542326e-09,-1.79855983350662e-06,-6.49925573552364e-05
1.83805745811968e-07,-0.0011198351631335,-0.000299589163537449
-4.6001107468539e-07,0.000451838068984089,-0.000345374679194641
1.36232804091892e-08,0.000509931938638664,0.000149669360741203
1.72090924061892e-06,-0.000212558127631947,-8.98364198624281e-05
-6.11692071316584e-05,-0.000797925273891913,0.000784729727658227
-2.66590499590111e-07,-2.94417379435027e-05,-5.67281185083166e-06
-5.18128576316608e-06,-0.00122354525621259,-9.59597875652234e-05
-1.2661751616671e-05,-0.000918328935368002,-0.000364938891682811
-9.82380912600587e-07,5.7752753059294e-05,-0.000776279688502475
6.194018345431e-07,-0.000175149164628319,0.000310263058613846
-0.000294191485862405,-0.000386176803025289,0.000155975456632057
-0.00018541956482569,-0.00111218485533526,0.000119531389529772
-5.11039763031198e-06,-0.00103121382526381,9.11094640652355e-05
-2.17528526198977e-06,-0.00158853032720922,5.1465202776396e-06
1.15346820824297e-07,-0.00105003680942384,0.000156042810181844
-2.74620824920433e-07,-0.000524245911480374,0.000134185104477698
1.13986447797826e-05,-0.000783686609234933,0.000191239951670337
-1.15621848586959e-06,-0.00156484534511006,-5.67385278224262e-05
6.86665808012477e-07,-0.000749305925586638,8.31500240667426e-05
-3.34020152730382e-09,-0.00103173920197358,8.57257131102008e-05
5.43033915690108e-07,-0.00166439642400391,0.000189637284706292
5.50223553212016e-06,-0.0013565002160539,0.000681919938708905
0.000135818667501681,0.00175714826101798,-0.000755670726775298
7.98494971902594e-06,-0.00175670807758188,-5.77531585376421e-05
-0.00037753463819091,-0.00147595247627653,-0.000516380956189894
1.03398406900358e-05,-0.000150908308515026,-0.000139050124336977
-2.88161584936549e-07,-0.0011315476850783,-1.60457787640674e-05
-9.37968547972221e-08,-0.000900974383042124,-0.000132543920361778
-6.36562302587727e-07,-0.000864883916921133,-0.000397635505695554
-1.1855798084425e-05,-0.000194601248823188,-0.000339157398751276
-3.61704712749587e-08,-0.0005291178046662,3.90497562092668e-05
5.55697264323222e-07,-0.00139722420061211,0.000259746303320042
-1.10452295134146e-05,0.000436527806934773,-0.000363929209158129
1.07184566584072e-05,-0.000539467774612902,1.2900268279896e-05
6.48014014645151e-06,-0.000481686540334639,-8.63023795481317e-05
-1.00191164555877e-06,-0.00172568649025284,-0.000348792522009356
5.41419100760565e-06,-0.00275934204158143,-0.000530893497468832
1.51143156975668e-07,-0.00207107952849616,-0.00122608490025007
8.57105310389897e-08,8.08445558692323e-05,6.01737052453009e-05
5.4204199057079e-06,-0.000381075478579844,-0.00039186592496723
3.8104828610645e-07,-0.000436293619936004,2.34995631164703e-05
6.47402543125892e-06,-0.000784700135874839,0.000277936583850485
2.28310370223884e-06,-0.00209150211973164,-0.000525707172188024
4.82956688174754e-06,-0.000274285590996028,-0.000895120579437002
1.3325224358059e-06,-0.000331567001961226,-0.000358226418237945
2.64754562189315e-07,-0.000181750652650841,-2.42544552905867e-05
2.36371050903202e-05,-0.00141512922210478,0.000521786628138212
7.53992549030887e-07,-0.000301465909541609,0.000134428652196314
1.09751604089516e-05,-0.00028980143942503,9.37536414255675e-05
-2.37828674833631e-08,-0.000541431425648474,-8.80290586880048e-05
