T1,T2,T3
6.40145586454279e-05,0.00368708995770764,0.0047485495946165
-2.57409533515571,-0.628917059021665,-0.618894449988216
-4.94249872700634e-05,-0.00309686819806492,-0.0026169856741193
-0.829137271487801,-0.364304987160526,-0.358840073064251
-0.000233060466556334,0.00496858492262887,0.00461753427144431
0.0322864604603288,-0.00195087990367162,-0.00695412586151119
0.00346429787576958,-0.0213837962153758,-0.0230356476059841
-0.00767110934215343,-0.0279693845934377,-0.0272111203083247
0.000213446023725074,-0.000954768129977618,7.81154581517255e-06
0.0154971335979285,0.0246020639308257,0.0236196930367039
0.325617904081492,0.0697920774933194,0.067220661471235
-6.9186004613509e-06,-0.00260797962026826,-0.00254799063599062
0.00206400853407855,-0.00190885923312156,-0.00192379407290452
1.04480596419766e-05,0.00112171946709033,0.00106471460966637
0.216776576707997,0.017648690866656,0.0197760690602763
7.30656428645613e-05,-9.69521745439142e-05,9.36542590267156e-05
0.057276820521587,0.0186192303288536,0.0187416520578522
0.000123265107894789,-0.00105597707109922,-0.0003325581296576
-1.46934360034505e-06,-0.000722658556178245,-0.000772935842721909
-0.00138885923602936,-0.0209305726429895,-0.0213807817390633
-0.000164954803930015,-0.000370394304943165,-0.00105903314060106
3.99027967847795e-05,-1.93336090691766e-05,-1.20349118572343e-05
-0.834494680327588,-0.339921646059595,-0.334261749209469
0.000301147735970798,0.0038902980982323,0.00428306199520453
-0.163329505832496,-0.0292159653029069,-0.0265988382155894
-0.000184131532604343,-0.000165820995426755,-0.000184924283649786
6.5643120568279e-05,0.000184458817485938,0.000295009222891426
0.00148993697613869,-0.00127810829068907,-0.000704654551153561
-6.24199852789116e-05,-0.00215757602681449,-0.0021558093500583
0.00292666091291072,-0.00373610955595502,-0.00386678015384706
0.00184663388906185,-0.00892656664856725,-0.00765198809925629
-0.00727836364571521,-0.00479235976945833,-0.0049739679605695
-2.99348985809709e-07,-1.71514392115349e-05,-1.68356346270479e-05
-1.10968757686568e-06,-9.26974325436975e-05,-9.66010547200396e-05
-0.00121379592931938,-0.0118931177577086,-0.011865479662014
-0.00815042792051635,-0.0207021766825291,-0.0207497278596099
0.023933338671335,0.0547740127121348,0.0529244857208274
0.000208188027616435,-0.00356581314334794,-0.00188399158629094
0.0299875347997707,-0.0224998185160821,-0.0226785246340101
0.00447807945679901,-0.0150708254343529,-0.014754249080336
9.7165424253061e-05,-0.00548349838884018,-0.00641531408307933
2.16395183259391e-06,0.000663405166320696,0.000644341846532536
5.97293187864491e-05,-0.00786833419913073,-0.00825377283003213
6.80828800300315e-06,-0.00103850696760058,-0.0010117279749915
-5.33835261545009e-06,0.000266550056632784,0.000244080801751718
0.0733810042518929,0.0263080899817595,0.0314579169357502
-0.000123224186764743,-0.000579287751139266,-0.000270689736487106
6.0649925941029e-05,-0.00136527668278427,-0.00130499279164812
0.00533287458352004,-0.0012619835385812,-0.00118030370864689
-2.68212262240103,-0.533358480465188,-0.523771382548389
-2.4187645236152e-05,-0.000624131316243115,-0.000668817702045717
-0.0173221853643066,0.0133108450566227,0.0143987534126534
-6.13450717483414e-05,-0.00105658456675893,-0.000994891226753177
0.000101075409602444,0.000193876164033522,-0.000342533503528115
-0.00310858246221399,-0.00109374727760822,-0.000212048151651711
-0.0244295811370652,-0.0113151947532903,-0.0103551650271016
-0.00037714372952236,8.06106068095134e-05,0.000330698610355555
-0.00106477310421179,0.00187655965463106,0.00226556421788405
1.08161846950895e-05,-0.00172926799107635,-0.00162600284309451
0.0002773751472557,0.0101819349544815,0.0103096278828525
-1.55461022085282e-06,-0.000415599287255824,-0.000407960111860545
6.80341374771974e-05,-0.00227821752978066,-0.00228111484299316
0.000753127463063734,-0.0050624512682608,-0.00499140843296579
0.00221905385110687,-0.012702001536724,-0.0128822932306027
-1.31407551671664e-07,0.00139356880716261,0.00134666543876771
-0.000574208144623308,-0.00135367304559993,-0.00216571704306673
0.000441155050062165,0.000392017245845347,0.000573030357918149
-3.17925910279236,-0.602270813061588,-0.591781951662273
-0.00350220734480833,-0.0131117376748427,-0.0125089207183979
-0.0811069161834032,-0.0239094575443333,-0.0233179014391809
-0.00169244909305045,0.00563131830440751,0.00548874479847734
0.0329355117354779,-0.00109016483279639,-0.00174090460498698
-6.2678978869129e-05,0.000520457784611676,0.000773821904460992
